Distance,Height,Angle,PathLoss,
189.57,1.88,0,99.586,98.2993691998
189.26,1.88,0,NaN,98.2862840007
188.93,1.88,0,99.566,98.2723120404
188.62,1.88,0,99.641,98.2591467874
188.31,1.88,0,NaN,98.2459426092
187.98,1.88,0,99.657,98.2318436658
187.67,1.88,0,NaN,98.2185588171
187.34,1.88,0,99.601,98.2043737769
187.03,1.88,0,99.6,98.191007841
186.71,1.88,0,NaN,98.1771693896
186.39,1.88,0,99.598,98.1632888186
186.07,1.88,0,99.599,98.14936602
185.76,1.88,0,NaN,98.1358379377
185.43,1.88,0,99.658,98.1213933063
185.12,1.88,0,NaN,98.107782886
184.8,1.88,0,99.59,98.093691427
184.48,1.88,0,99.604,98.0795572007
184.17,1.88,0,99.628,98.0658237828
183.85,1.88,0,99.64,98.0516050398
183.54,1.88,0,99.603,98.0377895411
183.22,1.88,0,99.549,98.0234858578
182.91,1.88,0,NaN,98.0095878676
182.58,1.88,0,99.607,97.9947484608
182.26,1.88,0,NaN,97.9803145275
181.61,1.88,0,99.553,97.9508611444
181.29,1.88,0,99.576,97.936294599
180.98,1.88,0,NaN,97.9221413284
180.65,1.88,0,99.65,97.907029486
180.33,1.88,0,99.58,97.892330697
180.02,1.88,0,99.587,97.8780489987
179.7,1.88,0,NaN,97.8632628832
179.37,1.88,0,99.661,97.8479680706
179.06,1.88,0,99.651,97.8335569777
178.74,1.88,0,99.588,97.8186369651
178.42,1.88,0,NaN,97.8036720975
178.1,1.88,0,99.611,97.7886622634
177.78,1.88,0,NaN,97.7736073509
177.45,1.88,0,99.607,97.7580346408
177.13,1.88,0,99.622,97.7428878187
176.82,1.88,0,NaN,97.7281710251
176.18,1.88,0,NaN,97.6976526968
175.85,1.88,0,99.632,97.6818452322
175.54,1.88,0,NaN,97.6669513644
174.88,1.88,0,99.589,97.6350979904
174.56,1.88,0,99.581,97.6195832342
174.24,1.88,0,99.662,97.6040221562
173.93,1.88,0,99.591,97.5889030819
173.61,1.88,0,NaN,97.5732504769
173.28,1.88,0,99.656,97.5570598589
172.96,1.88,0,99.629,97.541312361
172.64,1.88,0,NaN,97.5255179745
172.32,1.88,0,99.641,97.5096765858
172,1.88,0,99.692,97.493788081
171.68,1.88,0,99.593,97.4778523463
171.36,1.88,0,NaN,97.4618692678
171.03,1.88,0,99.553,97.445337011
170.71,1.88,0,NaN,97.4292574138
170.38,1.88,0,99.611,97.4126253791
170.06,1.88,0,99.623,97.3964487917
169.75,1.88,0,99.599,97.3807320242
169.43,1.88,0,NaN,97.36446098
169.1,1.88,0,99.589,97.3476310358
168.78,1.88,0,99.535,97.3312620703
168.46,1.88,0,99.525,97.3148447234
168.14,1.88,0,NaN,97.29837888
167.81,1.88,0,99.547,97.2813475639
167.49,1.88,0,99.589,97.2647828578
167.17,1.88,0,99.596,97.2481693062
166.85,1.88,0,NaN,97.2315067938
166.19,1.88,0,99.605,97.19698524
165.87,1.88,0,99.65,97.1801720666
165.55,1.88,0,99.596,97.1633094631
165.23,1.88,0,99.661,97.1463973135
164.91,1.88,0,NaN,97.1294355021
164.58,1.88,0,99.579,97.1118914974
164.26,1.88,0,99.619,97.0948284534
163.94,1.88,0,99.579,97.0777153961
163.62,1.88,0,99.594,97.0605522091
163.3,1.88,0,NaN,97.0433387763
162.97,1.88,0,99.614,97.0255346751
162.65,1.88,0,99.534,97.0082188226
162.33,1.88,0,NaN,96.9908523715
162,1.88,0,99.498,96.9728901005
161.68,1.88,0,NaN,96.9554205125
161.02,1.88,0,99.631,96.9192284406
160.7,1.88,0,99.609,96.9016024441
160.38,1.88,0,NaN,96.8839251382
160.05,1.88,0,99.556,96.8656415533
159.73,1.88,0,NaN,96.8478596654
159.39,1.88,0,NaN,96.8289097987
159.06,1.88,0,99.587,96.8104613724
158.74,1.88,0,99.51,96.7925192706
158.42,1.88,0,NaN,96.7745251427
158.09,1.88,0,99.587,96.7559140842
157.77,1.88,0,99.557,96.7378139176
157.44,1.88,0,99.55,96.7190932571
157.12,1.88,0,NaN,96.7008865679
156.79,1.88,0,99.661,96.6820558063
156.47,1.88,0,99.573,96.6637421102
156.15,1.88,0,99.583,96.6453755557
155.83,1.88,0,99.597,96.6269560255
155.5,1.88,0,99.632,96.6079052756
155.18,1.88,0,99.548,96.5893777764
154.86,1.88,0,NaN,96.5707969451
154.53,1.88,0,NaN,96.5515794801
154.19,1.88,0,99.599,96.531720079
153.87,1.88,0,NaN,96.5129735063
153.53,1.88,0,99.559,96.4929963062
153.21,1.88,0,99.564,96.4741386135
152.89,1.88,0,NaN,96.4552268642
152.56,1.88,0,NaN,96.435667381
152.22,1.88,0,99.629,96.4154547913
151.9,1.88,0,99.527,96.3963750582
151.58,1.88,0,99.562,96.3772407863
151.26,1.88,0,NaN,96.3580518576
150.92,1.88,0,99.592,96.3376036015
150.6,1.88,0,NaN,96.3183015712
150.26,1.88,0,99.577,96.2977328782
149.94,1.88,0,99.571,96.2783172448
149.62,1.88,0,99.622,96.2588463507
149.3,1.88,0,99.612,96.2393200779
148.97,1.88,0,NaN,96.2191254829
148.64,1.88,0,99.627,96.1988717395
148.31,1.88,0,99.594,96.1785587183
147.99,1.88,0,99.575,96.1588045106
147.67,1.88,0,NaN,96.1389943239
147.33,1.88,0,99.583,96.1178845325
147.01,1.88,0,99.557,96.0979585172
146.69,1.88,0,99.575,96.0779761622
146.36,1.88,0,NaN,96.0573102257
146.03,1.88,0,NaN,96.0365841189
145.69,1.88,0,99.676,96.0151668787
145.37,1.88,0,99.565,95.9949508775
145.05,1.88,0,NaN,95.9746779332
144.39,1.88,0,99.592,95.9326846443
144.06,1.88,0,99.591,95.9115966531
143.74,1.88,0,NaN,95.8910893713
143.06,1.88,0,NaN,95.8473201932
142.73,1.88,0,99.616,95.8259852854
142.4,1.88,0,99.662,95.8045887888
142.08,1.88,0,NaN,95.7837817314
141.74,1.88,0,99.688,95.7616105138
141.42,1.88,0,99.538,95.7406833911
141.09,1.88,0,NaN,95.7190411359
140.76,1.88,0,NaN,95.6973366526
140.42,1.88,0,99.594,95.674909237
140.1,1.88,0,99.486,95.6537404885
139.77,1.88,0,99.546,95.6318485509
139.45,1.88,0,99.566,95.6105600885
139.13,1.88,0,NaN,95.5892125128
138.79,1.88,0,99.598,95.5664658125
138.46,1.88,0,99.618,95.5443240561
138.14,1.88,0,NaN,95.5227928598
137.8,1.88,0,NaN,95.4998506673
137.46,1.88,0,99.65,95.4768410627
137.14,1.88,0,99.626,95.4551232586
136.81,1.88,0,NaN,95.4326639778
136.47,1.88,0,99.559,95.4094572905
136.15,1.88,0,NaN,95.3875536261
135.81,1.88,0,99.534,95.3642148941
135.49,1.88,0,NaN,95.3421867058
135.15,1.88,0,99.602,95.3187154052
134.82,1.88,0,99.641,95.2958689336
134.5,1.88,0,99.614,95.2736530357
134.17,1.88,0,99.53,95.2506790945
133.85,1.88,0,NaN,95.2283393515
133.51,1.88,0,99.611,95.2045363756
133.18,1.88,0,99.5,95.1813673452
132.86,1.88,0,99.591,95.158838063
132.53,1.88,0,99.594,95.1355403258
132.21,1.88,0,NaN,95.1128860001
131.87,1.88,0,99.559,95.0887481344
131.54,1.88,0,99.584,95.0652534286
131.22,1.88,0,99.524,95.042407743
130.89,1.88,0,99.617,95.0187830998
130.56,1.88,0,99.585,94.9950923024
130.24,1.88,0,99.55,94.9720561122
129.91,1.88,0,NaN,94.9482346453
129.57,1.88,0,99.584,94.923621735
129.25,1.88,0,NaN,94.9003920115
128.91,1.88,0,99.582,94.8756416301
128.58,1.88,0,99.631,94.8515512864
128.25,1.88,0,NaN,94.8273939163
127.92,1.88,0,99.623,94.803169396
127.59,1.88,0,99.577,94.7788776016
127.26,1.88,0,NaN,94.7545184096
126.92,1.88,0,99.596,94.729350438
126.6,1.88,0,99.592,94.7055973397
126.27,1.88,0,99.57,94.6810352154
125.94,1.88,0,99.541,94.6564052013
125.62,1.88,0,99.571,94.6324566
125.29,1.88,0,NaN,94.6076925048
124.95,1.88,0,NaN,94.5821065939
124.61,1.88,0,99.587,94.5564480968
124.28,1.88,0,99.566,94.5314747201
123.96,1.88,0,NaN,94.5071925751
123.61,1.88,0,99.585,94.4805599602
123.29,1.88,0,NaN,94.4561423472
122.95,1.88,0,99.598,94.4301275507
122.62,1.88,0,99.579,94.4048077353
122.29,1.88,0,NaN,94.3794186856
121.96,1.88,0,99.524,94.3539602813
121.63,1.88,0,99.582,94.3284324023
121.3,1.88,0,NaN,94.3028349291
120.96,1.88,0,99.635,94.276388859
120.63,1.88,0,NaN,94.250649721
120.29,1.88,0,99.56,94.2240574403
119.97,1.88,0,NaN,94.1989614594
119.62,1.88,0,NaN,94.1714371515
119.28,1.88,0,99.575,94.1446235116
118.96,1.88,0,99.573,94.1193188419
118.63,1.88,0,NaN,94.0931539153
118.29,1.88,0,99.576,94.0661221952
117.96,1.88,0,99.558,94.0398136625
117.63,1.88,0,99.517,94.0134342213
117.3,1.88,0,99.58,93.9869837551
116.98,1.88,0,NaN,93.9612668791
116.64,1.88,0,99.566,93.9338692831
116.31,1.88,0,99.565,93.9072050457
115.98,1.88,0,NaN,93.8804693201
115.64,1.88,0,99.627,93.852848529
115.31,1.88,0,NaN,93.8259673072
114.97,1.88,0,99.535,93.7981963677
114.64,1.88,0,99.541,93.7711691782
114.32,1.88,0,99.631,93.7448921711
113.99,1.88,0,NaN,93.7177229229
113.65,1.88,0,99.594,93.6896547535
113.32,1.88,0,99.524,93.6623386163
112.99,1.88,0,NaN,93.6349499601
112.65,1.88,0,99.537,93.6066553777
112.32,1.88,0,99.498,93.5791191417
111.99,1.88,0,99.551,93.5515100482
111.66,1.88,0,NaN,93.523827986
111.32,1.88,0,NaN,93.4952306376
110.98,1.88,0,99.553,93.4665555931
110.65,1.88,0,99.522,93.4386495164
110.32,1.88,0,99.528,93.4106700238
109.99,1.88,0,99.591,93.3826170061
109.66,1.88,0,99.601,93.3544903543
109.33,1.88,0,99.605,93.3262899602
109,1.88,0,NaN,93.2980157155
108.67,1.88,0,NaN,93.2696675126
108.32,1.88,0,99.591,93.2395202996
107.99,1.88,0,99.56,93.2110193599
107.66,1.88,0,99.584,93.1824441348
107.34,1.88,0,99.537,93.1546637825
107.01,1.88,0,NaN,93.1259419277
106.66,1.88,0,NaN,93.0953978341
106.32,1.88,0,99.58,93.0656459568
105.99,1.88,0,NaN,93.036693184
105.65,1.88,0,NaN,93.0067846915
105.31,1.88,0,99.575,92.976796554
104.98,1.88,0,99.599,92.9476141483
104.65,1.88,0,99.587,92.9183565049
104.32,1.88,0,NaN,92.8890235217
103.98,1.88,0,NaN,92.8587227537
103.64,1.88,0,NaN,92.8283417917
103.29,1.88,0,99.54,92.7969833892
102.96,1.88,0,99.588,92.7673388454
102.63,1.88,0,NaN,92.7376184453
102.29,1.88,0,NaN,92.7069179829
101.95,1.88,0,99.561,92.6761367834
101.62,1.88,0,99.543,92.6461836014
101.29,1.88,0,99.536,92.6161541622
100.96,1.88,0,99.587,92.5860483686
100.63,1.88,0,NaN,92.5558661234
100.29,1.88,0,99.614,92.5246892011
99.956,1.88,0,99.575,92.4939832389
99.627,1.88,0,99.615,92.4636600884
99.297,1.88,0,99.612,92.4331680484
98.967,1.88,0,99.582,92.4025990757
98.638,1.88,0,NaN,92.3720460595
98.298,1.88,0,NaN,92.3403909725
97.954,1.88,0,99.585,92.308280054
97.624,1.88,0,NaN,92.2773970249
96.951,1.88,0,NaN,92.2141743706
96.607,1.88,0,NaN,92.1817339005
95.92,1.88,0,99.593,92.1166945337
95.59,1.88,0,99.574,92.085332977
95.26,1.88,0,99.548,92.053893463
94.93,1.88,0,99.52,92.0223759039
94.6,1.88,0,99.523,91.9907802123
94.269,1.88,0,NaN,91.9590102011
93.585,1.88,0,NaN,91.8931088728
92.925,1.88,0,NaN,91.8292002445
92.581,1.88,0,99.591,91.7957656159
92.251,1.88,0,99.549,91.7636112932
91.92,1.88,0,NaN,91.7312803553
91.576,1.88,0,99.569,91.6975955032
91.246,1.88,0,99.592,91.6652008859
90.916,1.88,0,99.562,91.6327272022
90.585,1.88,0,99.483,91.6000756066
90.255,1.88,0,99.597,91.5674433104
89.924,1.88,0,NaN,91.5346324627
89.58,1.88,0,NaN,91.5004483388
89.236,1.88,0,99.556,91.4661778659
88.906,1.88,0,99.555,91.4332208917
88.575,1.88,0,NaN,91.4000840658
88.231,1.88,0,99.611,91.365560828
87.9,1.88,0,99.576,91.3322604151
87.57,1.88,0,NaN,91.2989806394
86.884,1.88,0,99.625,91.229543209
86.554,1.88,0,NaN,91.1960171424
85.865,1.88,0,NaN,91.1257603535
85.52,1.88,0,99.699,91.0904495109
85.19,1.88,0,99.558,91.0565917361
84.859,1.88,0,99.587,91.0225505667
84.528,1.88,0,NaN,90.9884284115
84.184,1.88,0,99.595,90.9528802196
83.853,1.88,0,99.604,90.9185927039
83.522,1.88,0,NaN,90.8842239995
83.181,1.88,0,99.574,90.8487319919
82.851,1.88,0,NaN,90.8143027115
82.506,1.88,0,NaN,90.7782219709
82.162,1.88,0,99.562,90.7421577114
81.831,1.88,0,99.591,90.7073732312
81.5,1.88,0,NaN,90.6725071755
81.155,1.88,0,NaN,90.636079533
80.811,1.88,0,99.569,90.5996691076
80.48,1.88,0,99.585,90.5645512929
80.149,1.88,0,NaN,90.5293516599
79.804,1.88,0,99.591,90.4925760765
79.473,1.88,0,NaN,90.4572091689
79.132,1.88,0,99.646,90.4206880307
78.801,1.88,0,99.619,90.3851546076
78.47,1.88,0,NaN,90.3495390832
78.125,1.88,0,NaN,90.3123297208
77.436,1.88,0,99.583,90.2377515057
77.105,1.88,0,NaN,90.2017968518
76.76,1.88,0,99.552,90.1642337912
76.429,1.88,0,99.598,90.1281108693
76.098,1.88,0,99.641,90.0919054821
75.767,1.88,0,99.618,90.0556175822
75.435,1.88,0,99.628,90.0191371174
75.104,1.88,0,99.565,89.9826838038
74.773,1.88,0,99.569,89.9461478404
74.442,1.88,0,NaN,89.9095291832
73.756,1.88,0,99.577,89.8333732664
73.425,1.88,0,99.572,89.7965002668
73.094,1.88,0,99.586,89.7595444037
72.762,1.88,0,99.565,89.7223936124
72.431,1.88,0,99.536,89.6852716544
72.1,1.88,0,NaN,89.6480667172
71.424,1.88,0,NaN,89.5718252815
71.079,1.88,0,99.66,89.5327815337
70.748,1.88,0,99.647,89.4952372891
70.417,1.88,0,99.564,89.4576098882
70.086,1.88,0,NaN,89.4198992991
69.741,1.88,0,99.667,89.3805051261
69.409,1.88,0,99.609,89.3425099773
69.078,1.88,0,99.559,89.304545866
68.747,1.88,0,NaN,89.2664984466
68.402,1.88,0,99.593,89.2267530732
68.071,1.88,0,NaN,89.1885354303
67.726,1.88,0,99.619,89.1486125777
67.395,1.88,0,99.633,89.110224606
67.064,1.88,0,NaN,89.0717531977
66.719,1.88,0,99.589,89.0315657711
66.387,1.88,0,NaN,88.9928070231
65.715,1.88,0,99.627,88.9140984561
65.384,1.88,0,99.539,88.8752032403
65.052,1.88,0,NaN,88.8361065805
64.707,1.88,0,99.593,88.7953899458
64.376,1.88,0,99.596,88.7562402241
64.045,1.88,0,99.653,88.7170068995
63.714,1.88,0,NaN,88.677689959
63.369,1.88,0,NaN,88.6366210575
62.693,1.88,0,99.613,88.5558863584
62.362,1.88,0,99.539,88.5162277663
62.03,1.88,0,99.619,88.4763653136
61.699,1.88,0,99.542,88.4365391288
61.368,1.88,0,NaN,88.3966292648
61.023,1.88,0,99.627,88.3549423025
60.691,1.88,0,99.613,88.314740311
60.36,1.88,0,99.546,88.2745755934
60.029,1.88,0,99.542,88.2343271846
59.698,1.88,0,NaN,88.1939950841
59.353,1.88,0,99.611,88.1518680189
59.022,1.88,0,99.594,88.1113649989
58.69,1.88,0,NaN,88.0706555479
58.349,1.88,0,99.523,88.028754885
58.018,1.88,0,NaN,87.9879980402
57.673,1.88,0,NaN,87.9454282879
57.328,1.88,0,99.635,87.9027676465
56.997,1.88,0,99.545,87.8617527393
56.666,1.88,0,NaN,87.8206541887
56.321,1.88,0,99.615,87.7777283177
55.99,1.88,0,99.536,87.7364589778
55.659,1.88,0,99.514,87.6951060313
55.328,1.88,0,99.552,87.6536694926
54.997,1.88,0,NaN,87.6121493772
54.652,1.88,0,99.52,87.5687841881
54.321,1.88,0,NaN,87.5270934374
53.659,1.88,0,99.485,87.4434613891
53.328,1.88,0,NaN,87.401520133
52.983,1.88,0,NaN,87.357716099
52.642,1.88,0,99.647,87.3143308674
52.311,1.88,0,NaN,87.2721332618
51.966,1.88,0,99.554,87.2280621173
51.635,1.88,0,99.595,87.1856942507
51.304,1.88,0,99.554,87.1432430594
50.973,1.88,0,NaN,87.1007085732
50.629,1.88,0,99.593,87.0564153153
50.298,1.88,0,NaN,87.0137110651
49.953,1.88,0,NaN,86.9691120435
49.608,1.88,0,99.629,86.9244226775
49.277,1.88,0,NaN,86.8814619111
48.932,1.88,0,99.623,86.8365956415
48.602,1.88,0,99.636,86.7935956574
48.271,1.88,0,99.612,86.7503824889
47.94,1.88,0,NaN,86.7070863546
47.595,1.88,0,NaN,86.6618707055
47.254,1.88,0,NaN,86.6170908178
46.909,1.88,0,99.588,86.571696187
46.578,1.88,0,99.659,86.5280591212
46.247,1.88,0,NaN,86.484339318
45.902,1.88,0,99.678,86.4386823306
45.571,1.88,0,99.654,86.3947937053
45.24,1.88,0,99.61,86.350822494
44.909,1.88,0,NaN,86.3067687492
44.22,1.88,0,99.606,86.2148032807
43.889,1.88,0,NaN,86.1704955454
43.203,1.88,0,NaN,86.0784054398
42.858,1.88,0,99.617,86.031958463
42.527,1.88,0,99.678,85.987312434
42.196,1.88,0,99.667,85.9425843485
41.865,1.88,0,NaN,85.8977742705
41.521,1.88,0,99.583,85.8511174644
41.19,1.88,0,99.633,85.8061403854
40.859,1.88,0,NaN,85.761081517
40.169,1.88,0,99.54,85.6668895008
39.838,1.88,0,NaN,85.6215787878
39.494,1.88,0,NaN,85.5744021391
38.807,1.88,0,99.636,85.4799228832
38.477,1.88,0,NaN,85.4344153322
38.132,1.88,0,99.611,85.3867529801
37.801,1.88,0,99.557,85.3409419381
37.47,1.88,0,NaN,85.2950498794
37.125,1.88,0,99.582,85.2471306275
36.794,1.88,0,99.592,85.2010733682
36.463,1.88,0,NaN,85.154935349
36.119,1.88,0,99.61,85.106899776
35.788,1.88,0,99.586,85.0605973363
35.457,1.88,0,NaN,85.0142144054
34.771,1.88,0,99.581,84.917829551
34.44,1.88,0,99.626,84.8711998869
34.109,1.88,0,99.615,84.8244901115
33.778,1.88,0,NaN,84.7777003216
33.433,1.88,0,99.615,84.7288464508
33.102,1.88,0,99.607,84.6818935539
32.771,1.88,0,NaN,84.6348609452
32.082,1.88,0,99.657,84.5367040233
31.751,1.88,0,99.649,84.4894264265
31.421,1.88,0,99.669,84.4422127357
31.09,1.88,0,99.627,84.3947769149
30.759,1.88,0,NaN,84.3472620255
30.414,1.88,0,99.559,84.2976534067
30.084,1.88,0,NaN,84.2501215362
29.408,1.88,0,99.575,84.1525090086
29.077,1.88,0,99.628,84.1045940666
28.746,1.88,0,NaN,84.056600751
28.405,1.88,0,99.588,84.0070756511
28.075,1.88,0,NaN,83.9590691806
27.73,1.88,0,99.606,83.9087976952
27.4,1.88,0,99.575,83.8606327554
27.074,1.88,0,99.583,83.8129757461
26.757,1.88,0,NaN,83.7665622065
26.429,1.88,0,NaN,83.7184632703
26.109,1.88,0,99.538,83.671464251
25.808,1.88,0,NaN,83.6271898948
25.497,1.88,0,99.558,83.581377631
25.201,1.88,0,99.552,83.5377118154
24.903,1.88,0,99.6,83.4936888477
24.61,1.88,0,99.604,83.4503438541
24.319,1.88,0,99.625,83.4072352865
24.03,1.88,0,NaN,83.3643644593
23.73,1.88,0,99.637,83.3198002608
23.443,1.88,0,99.644,83.2771085331
23.158,1.88,0,99.585,83.234657654
22.871,1.88,0,NaN,83.1918519144
22.572,1.88,0,99.57,83.1471956955
22.283,1.88,0,99.623,83.1039742327
22,1.88,0,99.626,83.0615942193
21.718,1.88,0,99.574,83.0193090483
21.435,1.88,0,NaN,82.9768189179
21.143,1.88,0,NaN,82.9329198449
20.554,1.88,0,99.613,82.8441922024
20.274,1.88,0,NaN,82.801929506
19.982,1.88,0,NaN,82.7577985973
19.403,1.88,0,NaN,82.6701209003
19.116,1.88,0,99.576,82.6265762916
18.837,1.88,0,99.654,82.5841920207
18.558,1.88,0,NaN,82.541755154
18.268,1.88,0,99.634,82.4975895068
17.99,1.88,0,99.622,82.4551982586
17.711,1.88,0,NaN,82.4126023207
17.42,1.88,0,99.609,82.3681186882
17.142,1.88,0,99.472,82.3255693668
16.864,1.88,0,99.564,82.2829684265
16.587,1.88,0,NaN,82.2404694866
16.009,1.88,0,99.619,82.1516251156
15.732,1.88,0,99.581,82.1089689381
15.453,1.88,0,99.603,82.0659534911
15.175,1.88,0,NaN,82.0230411353
14.884,1.88,0,99.555,81.9780675746
14.606,1.88,0,99.57,81.9350511755
14.328,1.88,0,99.584,81.8919841056
14.05,1.88,0,99.615,81.8488664725
13.772,1.88,0,NaN,81.8056983844
13.485,1.88,0,99.658,81.7610799524
13.207,1.88,0,99.586,81.7178096577
12.929,1.88,0,NaN,81.6744892409
12.641,1.88,0,99.589,81.6295577952
12.364,1.88,0,99.62,81.5862919592
12.087,1.88,0,NaN,81.5429766978
11.8,1.88,0,NaN,81.4980456942
11.513,1.88,0,99.619,81.453061878
11.239,1.88,0,99.622,81.4100664939
10.966,1.88,0,99.644,81.3671803782
10.694,1.88,0,NaN,81.3244041631
10.133,1.88,0,99.602,81.2360299222
9.8653,1.88,0,99.579,81.1937890075
9.5983,1.88,0,NaN,81.1516135301
9.3208,1.88,0,NaN,81.1077319357
9.0469,1.88,0,99.57,81.0643722227
8.7816,1.88,0,99.626,81.022329152
8.5165,1.88,0,NaN,80.9802738671
8.2409,1.88,0,99.558,80.9365064489
7.9766,1.88,0,NaN,80.8944892169
7.7016,1.88,0,99.596,80.8507249776
7.4376,1.88,0,NaN,80.8086673123
7.163,1.88,0,99.682,80.764875357
6.8995,1.88,0,99.656,80.7228099633
6.6359,1.88,0,99.601,80.6806859747
6.3724,1.88,0,NaN,80.63853546
6.0981,1.88,0,99.619,80.5946123046
5.8347,1.88,0,99.552,80.5523914273
5.5713,1.88,0,99.526,80.5101284168
5.3081,1.88,0,NaN,80.4678555218
5.0341,1.88,0,99.633,80.4238035672
4.7713,1.88,0,NaN,80.3815097829
4.5004,1.88,0,99.636,80.3378689924
4.2379,1.88,0,NaN,80.2955394589
3.9645,1.88,0,NaN,80.2514084719
3.6911,1.88,0,99.622,80.2072329505
3.4285,1.88,0,99.597,80.1647606639
3.166,1.88,0,99.63,80.1222637211
2.9036,1.88,0,NaN,80.0797422832
2.6305,1.88,0,99.665,80.0354438551
2.3682,1.88,0,NaN,79.9928560062
2.0951,1.88,0,99.617,79.9484718196
1.833,1.88,0,NaN,79.9058343961
1.5602,1.88,0,99.666,79.8614138612
1.2985,1.88,0,NaN,79.8187601634
0.7678,1.88,0,NaN,79.7321414035
0.4965,1.88,0,99.66,79.687798247
0.23714,1.88,0,99.63,79.6453671847
-0.021379,1.88,0,99.595,79.6030354397
-0.27979,1.88,0,99.64,79.5606833117
-0.53752,1.88,0,99.565,79.518405002
-0.79451,1.88,0,NaN,79.4762106162
-1.0624,1.88,0,99.621,79.4321868914
-1.3201,1.88,0,NaN,79.3897996179
-1.588,1.88,0,99.66,79.3456951123
-1.8415,1.88,0,99.632,79.3039243205
-2.0935,1.88,0,99.591,79.2623651806
-2.3455,1.88,0,NaN,79.2207707447
-2.6094,1.88,0,99.643,79.1771744129
-2.862,1.88,0,99.629,79.1354088189
-3.1116,1.88,0,NaN,79.0941047546
-3.3709,1.88,0,99.597,79.0511593247
-3.6215,1.88,0,NaN,79.0096198551
-3.8807,1.88,0,99.598,78.9666188381
-4.1314,1.88,0,99.604,78.9249932412
-4.382,1.88,0,99.589,78.88335024
-4.6325,1.88,0,NaN,78.8416899883
-4.8935,1.88,0,99.599,78.798247601
-5.1433,1.88,0,99.607,78.7566352154
-5.3923,1.88,0,99.611,78.7151229279
-5.6409,1.88,0,99.648,78.6736444041
-5.8898,1.88,0,NaN,78.6320829828
-6.396,1.88,0,99.663,78.5474565959
-6.6436,1.88,0,99.62,78.5060138487
-6.8917,1.88,0,99.674,78.4644552496
-7.1399,1.88,0,99.644,78.4228477989
-7.3878,1.88,0,NaN,78.3812587044
-7.8939,1.88,0,NaN,78.2962539197
-8.1519,1.88,0,99.582,78.2528694316
-8.3993,1.88,0,99.607,78.2112354157
-8.6464,1.88,0,99.594,78.1696207389
-8.8934,1.88,0,99.666,78.12799191
-9.1404,1.88,0,NaN,78.0863322097
-9.3972,1.88,0,99.689,78.0429870061
-9.6436,1.88,0,99.573,78.0013660851
-9.8896,1.88,0,NaN,77.9597824349
-10.143,1.88,0,99.655,77.9169163661
-10.389,1.88,0,99.628,77.8752716201
-10.635,1.88,0,99.625,77.8335969553
-10.881,1.88,0,99.606,77.7918924888
-11.13,1.88,0,NaN,77.7496492022
-11.383,1.88,0,99.627,77.7066962849
-11.629,1.88,0,99.605,77.6649019246
-11.874,1.88,0,NaN,77.6232483136
-12.129,1.88,0,99.647,77.5798637895
-12.373,1.88,0,99.56,77.5383214961
-12.618,1.88,0,NaN,77.4965802771
-12.872,1.88,0,99.628,77.4532755024
-13.116,1.88,0,NaN,77.4116468043
-13.37,1.88,0,99.51,77.3682821233
-13.613,1.88,0,99.592,77.3267670246
-13.856,1.88,0,99.593,77.2852242581
-14.099,1.88,0,99.551,77.2436539415
-14.342,1.88,0,99.562,77.2020561924
-14.585,1.88,0,NaN,77.1604311292
-15.079,1.88,0,NaN,77.0757269168
-15.579,1.88,0,99.658,76.9898804826
-15.82,1.88,0,99.65,76.948462052
-16.061,1.88,0,99.615,76.9070174696
-16.301,1.88,0,NaN,76.8657189839
-16.55,1.88,0,99.612,76.8228446407
-16.79,1.88,0,NaN,76.7814939107
-17.04,1.88,0,99.597,76.7383931583
-17.279,1.88,0,99.669,76.6971631284
-17.518,1.88,0,NaN,76.6559080845
-17.766,1.88,0,NaN,76.6130731837
-18.014,1.88,0,99.578,76.5702116058
-18.252,1.88,0,99.54,76.5290533539
-18.49,1.88,0,99.596,76.4878707698
-18.728,1.88,0,NaN,76.4466639702
-18.975,1.88,0,99.667,76.4038734487
-19.212,1.88,0,NaN,76.3627910574
-19.456,1.88,0,99.558,76.3204705444
-19.693,1.88,0,99.614,76.2793402549
-19.929,1.88,0,99.593,76.2383602346
-20.165,1.88,0,NaN,76.1973571025
-20.411,1.88,0,99.613,76.1545920729
-20.647,1.88,0,NaN,76.1135420975
-20.892,1.88,0,99.643,76.0709025809
-21.128,1.88,0,99.629,76.0298063424
-21.363,1.88,0,NaN,75.9888618617
-21.833,1.88,0,99.564,75.9069063694
-22.067,1.88,0,NaN,75.86607015
-22.312,1.88,0,NaN,75.8232910461
-22.556,1.88,0,99.566,75.7806630588
-22.79,1.88,0,NaN,75.7397602189
-23.267,1.88,0,99.633,75.656315434
-23.501,1.88,0,99.581,75.6153481562
-23.735,1.88,0,NaN,75.5743599058
-23.975,1.88,0,99.534,75.5322990106
-24.208,1.88,0,99.475,75.4914440224
-24.441,1.88,0,99.582,75.4505685908
-24.674,1.88,0,99.519,75.4096728316
-24.907,1.88,0,99.566,75.3687568612
-25.139,1.88,0,NaN,75.32799653
-25.381,1.88,0,99.565,75.2854581832
-25.614,1.88,0,NaN,75.2444815988
-25.855,1.88,0,99.565,75.2020773262
-26.087,1.88,0,99.61,75.1612367864
-26.318,1.88,0,99.534,75.1205530737
-26.549,1.88,0,NaN,75.0798503078
-26.79,1.88,0,99.57,75.0373653338
